Facet,Conductor,Plane,X,Y
20,1,0,-7.6044575592000001,0.041179645600000002
20,1,0,-8.1180548852000012,-1.4228737929999999
21,1,0,-6.5,-2.3774720121000001
21,1,0,-6.5,-4.5
21,1,0,-6.7026246801000005,-4.5
21,1,0,-8.2872798122999995,-3.5025089675000003
22,1,0,-6.5,-2.3774720121000001
22,1,0,-8.1180548852000012,-1.4228737929999999
22,1,0,-8.2872798122999995,-3.5025089675000003
23,1,0,-6.5,0
23,1,0,-6.5,0.5
23,1,0,-7.6044575592000001,0.041179645600000002
24,1,0,-6.5,0.5
24,1,0,-6.5,2.3774720121000001
24,1,0,-7.6216067227000002,1.4006965608000002
25,1,0,-6.5,0.5
25,1,0,-7.6044575592000001,0.041179645600000002
25,1,0,-7.6216067227000002,1.4006965608000002
26,1,0,-6.5,2.3774720121000001
26,1,0,-6.5,4.5
26,1,0,-6.6560072327000004,4.5
26,1,0,-8.3374348450000006,3.1253250379000002
27,1,0,-6.5,2.3774720121000001
27,1,0,-7.6216067227000002,1.4006965608000002
27,1,0,-8.3374348450000006,3.1253250379000002
28,1,0,-6.6560072327000004,4.5
28,1,0,-8.3374348450000006,3.1253250379000002
28,1,0,-8.8018604713999995,4.5
29,1,0,-6.7026246801000005,-4.5
29,1,0,-8.2872798122999995,-3.5025089675000003
29,1,0,-8.7836957948999999,-4.5
30,1,0,-7.6044575592000001,0.041179645600000002
30,1,0,-7.6216067227000002,1.4006965608000002
30,1,0,-9.3634726743000005,0.44449409910000004
31,1,0,-7.6044575592000001,0.041179645600000002
31,1,0,-8.1180548852000012,-1.4228737929999999
31,1,0,-9.3634726743000005,0.44449409910000004
32,1,0,-7.6216067227000002,1.4006965608000002
32,1,0,-8.3374348450000006,3.1253250379000002
32,1,0,-9.3634726743000005,0.44449409910000004
33,1,0,-8.1180548852000012,-1.4228737929999999
33,1,0,-8.2872798122999995,-3.5025089675000003
33,1,0,-9.9166666667000012,-2.8558416122999999
33,1,0,-9.9166666667000012,-2.3626412016000002
34,1,0,-8.1180548852000012,-1.4228737929999999
34,1,0,-9.3634726743000005,0.44449409910000004
34,1,0,-9.9166666667000012,-1.1229384360000001
34,1,0,-9.9166666667000012,-2.3626412016000002
35,1,0,-8.2872798122999995,-3.5025089675000003
35,1,0,-8.7836957948999999,-4.5
35,1,0,-9.7234044939000004,-4.5
35,1,0,-9.9166666667000012,-4.0081635595999998
35,1,0,-9.9166666667000012,-2.8558416122999999
36,1,0,-8.3374348450000006,3.1253250379000002
36,1,0,-8.8018604713999995,4.5
36,1,0,-9.9166666667000012,4.5
36,1,0,-9.9166666667000012,3.1778434245000002
37,1,0,-8.3374348450000006,3.1253250379000002
37,1,0,-9.3634726743000005,0.44449409910000004
37,1,0,-9.9166666667000012,1.3968080166000001
37,1,0,-9.9166666667000012,3.1778434245000002
38,1,0,-9.3634726743000005,0.44449409910000004
38,1,0,-9.9166666667000012,-1.1229384360000001
38,1,0,-9.9166666667000012,0.39893110139999999
39,1,0,-9.3634726743000005,0.44449409910000004
39,1,0,-9.9166666667000012,0.39893110139999999
39,1,0,-9.9166666667000012,1.3968080166000001
40,1,0,-9.7234044939000004,-4.5
40,1,0,-9.9166666667000012,-4.0081635595999998
40,1,0,-9.9166666667000012,-4.5
41,2,0,0.91666666670000008,0
41,2,0,1.8333333333000001,-0.5
41,2,0,1.8333333333000001,0
42,2,0,0.91666666670000008,0
42,2,0,1.8333333333000001,-0.5
42,2,0,0,-0.5
43,2,0,0.91666666670000008,0
43,2,0,1.8333333333000001,0
43,2,0,1.8333333333000001,0.5
44,2,0,0.91666666670000008,0
44,2,0,1.8333333333000001,0.5
44,2,0,0,0.5
45,2,0,0.91666666670000008,0
45,2,0,0,-0.5
45,2,0,0,0.5
46,2,0,1.8333333333000001,-0.5
46,2,0,1.8333333333000001,0
46,2,0,2.75,0
47,2,0,1.8333333333000001,-0.5
47,2,0,2.75,0
47,2,0,3.6666666667000003,-0.5
48,2,0,1.8333333333000001,0
48,2,0,1.8333333333000001,0.5
48,2,0,2.75,0
49,2,0,1.8333333333000001,0.5
49,2,0,2.75,0
49,2,0,3.6666666667000003,0.5
50,2,0,2.75,0
50,2,0,3.6666666667000003,-0.5
50,2,0,3.6666666667000003,0
51,2,0,2.75,0
51,2,0,3.6666666667000003,0
51,2,0,3.6666666667000003,0.5
52,2,0,3.6666666667000003,-0.5
52,2,0,3.6666666667000003,0
52,2,0,4.5833333333000006,0
53,2,0,3.6666666667000003,-0.5
53,2,0,4.5833333333000006,0
53,2,0,5.5,-0.5
54,2,0,3.6666666667000003,0
54,2,0,3.6666666667000003,0.5
54,2,0,4.5833333333000006,0
55,2,0,3.6666666667000003,0.5
55,2,0,4.5833333333000006,0
55,2,0,5.5,0.5
56,2,0,4.5833333333000006,0
56,2,0,5.5,-0.5
56,2,0,5.5,0
57,2,0,4.5833333333000006,0
57,2,0,5.5,0
57,2,0,5.5,0.5
58,2,0,5.5,-0.5
58,2,0,5.5,-2.4734354481
58,2,0,6.9806508527000002,-1.5690478234
59,2,0,5.5,-0.5
59,2,0,5.5,0
59,2,0,6.8601112517000002,0.49394688260000003
60,2,0,5.5,-0.5
60,2,0,6.8601112517000002,0.49394688260000003
60,2,0,6.9806508527000002,-1.5690478234
61,2,0,5.5,-2.4734354481
61,2,0,5.5,-4.5
61,2,0,6.1277202344999999,-4.5
61,2,0,7.4769193947000003,-3.6528266113000001
62,2,0,5.5,-2.4734354481
62,2,0,6.9806508527000002,-1.5690478234
62,2,0,7.4769193947000003,-3.6528266113000001
63,2,0,5.5,0
63,2,0,5.5,0.5
63,2,0,6.8601112517000002,0.49394688260000003
64,2,0,5.5,0.5
64,2,0,5.5,2.4734354481
64,2,0,6.8601112517000002,0.49394688260000003
65,2,0,5.5,2.4734354481
65,2,0,5.5,4.5
65,2,0,6.0644403883000004,4.5
65,2,0,7.6036070267000007,3.4251943745000002
66,2,0,5.5,2.4734354481
66,2,0,6.8601112517000002,0.49394688260000003
66,2,0,7.6036070267000007,3.4251943745000002
67,2,0,6.0644403883000004,4.5
67,2,0,7.5962761467000002,4.5
67,2,0,7.6036070267000007,3.4251943745000002
68,2,0,6.1277202344999999,-4.5
68,2,0,7.4769193947000003,-3.6528266113000001
68,2,0,7.6031314189000003,-4.5
69,2,0,6.8601112517000002,0.49394688260000003
69,2,0,6.9806508527000002,-1.5690478234
69,2,0,8.9166666667000012,-1.3640060582
69,2,0,8.9166666667000012,-1.2709535728000001
70,2,0,6.8601112517000002,0.49394688260000003
70,2,0,7.6036070267000007,3.4251943745000002
70,2,0,8.9166666667000012,2.4997559538000003
70,2,0,8.9166666667000012,1.2248793502999999
71,2,0,6.8601112517000002,0.49394688260000003
71,2,0,8.9166666667000012,-1.2709535728000001
71,2,0,8.9166666667000012,1.2248793502999999
72,2,0,6.9806508527000002,-1.5690478234
72,2,0,7.4769193947000003,-3.6528266113000001
72,2,0,8.9166666667000012,-1.4982248242
72,2,0,8.9166666667000012,-1.3640060582
73,2,0,7.4769193947000003,-3.6528266113000001
73,2,0,7.6031314189000003,-4.5
73,2,0,8.9166666667000012,-4.5
73,2,0,8.9166666667000012,-3.8453457790000001
74,2,0,7.4769193947000003,-3.6528266113000001
74,2,0,8.9166666667000012,-1.4982248242
74,2,0,8.9166666667000012,-3.8453457790000001
75,2,0,7.5962761467000002,4.5
75,2,0,7.6036070267000007,3.4251943745000002
75,2,0,8.9166666667000012,4.4439641876999998
75,2,0,8.9166666667000012,4.5
76,2,0,7.6036070267000007,3.4251943745000002
76,2,0,8.9166666667000012,2.4997559538000003
76,2,0,8.9166666667000012,4.4439641876999998
